sample_id,stratum,orig_idx,cityname,state,price,square_feet,bedrooms,bathrooms,amenity_count,price_vs_zori_ratio,snorkel_proba_scam,snorkel_label,source,has_photo,lfs_fired,title,body,true_label,note
151,hunter_freeform_expensive,50562,Berkeley,CA,1050.0,500,1.0,1.0,4,0.4305616566432543,0.4803002135753265,0,RentDigs.com,Thumbnail,(computed),Awesome One BR / One BA apartment on Dwight way,"Berkeley, CA Open House: friday, August 09th & Sunday, August 11th from 12:00 - 5:00 PM If you are on the lookout for a great 1 Beds/one Baths apartment walkable distance from UC Berkeley, you're looking at the right place. Tucked away conveniently on the backside of the building, the unit provides both privacy as well as easy access to all that the city has to offer. From the ""Gourmet Ghetto"" restaurants along Telegraph Avenue, to easy access to various areas around campus as well as public transportation right around the corner. Ac, Ceiling Fan(s), Dishwasher, Microwave, Paid Utilities, Washer-dryer In Unit, Broadband internet Available, Laundry Facility, Smaller dogs allowed, Large Dogs , Cats allowed",not_scam,"Hunter 1.5 candidate but legit small landlord, per-room rental, or moderate-cost area"
152,hunter_freeform_expensive,16278,Boston,MA,1485.0,460,0.0,1.0,1,0.4748133114790319,0.5,-1,RentDigs.com,Yes,(computed),Super Cute! Apartment for Rent. Parking Available!,"STUDIO Apartment, Walk to Ashmont ""T"", FREE Heat, Hot Water and Parking, super location. STAINLESS STEEL Kitchen, Laundry in Building, Low move in Costs, fourth floor stainless steel appliances. NO BROKERS FEE. Clean and Up-to-date. Well managed Building. HURRY, this will not last! Easy to set up appointment. NOW! Scott Rand, No Pet-friendly.",not_scam,"Hunter 1.5 candidate but legit small landlord, per-room rental, or moderate-cost area"
153,hunter_freeform_expensive,6794,Fairfield,CT,1120.0,1100,2.0,1.0,7,0.4897846389687278,0.4803002135753265,0,ListedBuy,Thumbnail,(computed),2 BR in Fairfield CT 06902,"Seeking a easy going professional (F) to rent my room as I am looking to start graduate school next year. Apartment Overall: The apartment is a large, stylish 2 bedrooms? one baths with approximately 1,100 SF. Newly updated, all new stainless-steel appliances were installed in the kitchen along with new tile flooring and back-splash. A new vanity, mirror and lighting was also installed in the bathroom. The living room is enormous and has a ton of natural light. There is in unit washer & dryer and several closets for storage. It is a perfect tranquil home base set back just enough from all the 24/7 noise of downtown yet convenient to everything Stamford has to offer. It is in close proximity to Bedford street and right across from Tully Health Center and around the corner from fitness centers, supermarkets, CVS, local nail salons and the mall. Easy access to I 95 and the Merritt entrances. Bus to Metro North Train picks up in front of our complex. Only 30 min to Manhattan Grand Central Station.",not_scam,"Hunter 1.5 candidate but legit small landlord, per-room rental, or moderate-cost area"
154,hunter_freeform_expensive,26452,Hawthorne,CA,1095.0,300,,1.0,3,0.42565479619199,0.5444637651307022,1,RentDigs.com,No,(computed),Nice renovated bachelor apartment with new laminate flooring.,"It includes a kitchenette with a small sink, hotplate, mini-refrigerator and a washer-dryer area in the complex for your convenience. Building also features a swimming pool and one car protected parking area. Water, gas and trash collection are included in the rent.",not_scam,"Hunter 1.5 candidate but legit small landlord, per-room rental, or moderate-cost area"
155,hunter_freeform_expensive,7110,Los Angeles,CA,1000.0,655,0.0,1.0,9,0.3461515957093083,0.6993445254538055,1,RentDigs.com,Thumbnail,(computed),Studio Close to UCLA,"Los Angeles Spacious Room with private bath available , and renew is available!There is a full kitchen, washer and dyer in the apartment, and an outside patio!Ample parking right outside the building!contact me for more information..Thanks A/c, Alarm, Balcony, Deck, Patio or Porch, Cable Ready, Dishwasher, Microwave, Paid Utilities, Cloths washer and drier In Unit, Cloths washer and drier Connections, Highspeed internet Available, Garage and/or Sheltered parking, Wood floors, Bus/Public Transportation, Fitness facilities, Community Park, Small breed dogs accepted, Large Dogs",not_scam,"Hunter 1.5 candidate but legit small landlord, per-room rental, or moderate-cost area"
156,hunter_freeform_expensive,91418,Long Beach,CA,895.0,280,,1.0,5,0.4273377336505254,0.5,-1,RentDigs.com,Yes,(computed),Hip & Trendy Downtown Location,"This Tiny, Hip & Trendy Downtown Location is near Shops, Restaurants and Freeways. The unit comes with Hardwood flooring, Granite countertops, Stainless kitchen appliances stove, refrigerator, microwave, Gas Fireplace with a 32in plasma television or Wall Mount above. The property features On-Site laundry as well as a Personal Storage Locker. UTILITIES: Water Included.",not_scam,"Hunter 1.5 candidate but legit small landlord, per-room rental, or moderate-cost area"
157,hunter_freeform_expensive,20988,Edgewater,NJ,1385.0,562,2.0,1.0,2,0.497134889312553,0.5,-1,RentDigs.com,Yes,(computed),Discover - Where you live matters!,"Upgrade your lifestyle! Discover Enjoy a country club setting with fabulous amenities including pool, fitness and media center, lounge, fire-pits and more! Fine finishes include granite countertops and wooden floors. Studios, 1 and 2 beds. More units available: one Bd / 1 Bedrooms 801 square ft for $1,775/mo | two Bd / 2 Bedrooms 1,112 sq-ft for $2,385/mo | two Bd / 2 Bedrooms 1,102 sq-ft for $2,450/mo | two Bd / 2 Bedrooms 1,075 square feet for $2,350/mo | 0 Bd / 1 Bedrooms 583 sq. feet for $1,395/mo",not_scam,"Hunter 1.5 candidate but legit small landlord, per-room rental, or moderate-cost area"
158,hunter_freeform_expensive,23885,Bethesda,MD,1011.0,700,1.0,1.0,1,0.4239718796428999,0.5,-1,RentDigs.com,Yes,(computed),"Apartment only for $1,011/mo. You Can Stop Looking Now!","At Montgomery County s Original Residential Highrise building you ll find a terrific location and spacious living you won t find anywhere else. Visit today and see why Bethesda is 1 of Montgomery County's most sought after areas! Updated in 2010, Pooks Hill is keeping Bethesda classic with exceptional service and a perfect location, everyone can find a reason toPooks Hill Tower home. NEW & FREE! Offering Updater Web Service to Help With Your Moving Process. Income Requirement: Must have 3. 0x the rent in total household income before taxes, include income from all adults. Utilities: Renter responsible for all utilities. Pet restrictions: 25 pounds max, each. Parking Information: Open lot: included in lease.",scam,Bethesda $1011 1BR — well below Bethesda market ($1800-2500); Pooks Hill is real but price gap too large
159,hunter_freeform_expensive,47779,Inglewood,CA,1050.0,312,,1.0,1,0.4863577202051951,0.5,-1,RentDigs.com,Yes,(computed),"Average Rent $1,050 a month - That's a STEAL. Parking Available!","ALL UTILITIES PAID. SE HABLA ESPA OL. Complex offers laundry facilities. Walkable distance from school. Close to LAX and blocks away from 405 freeway. Minutes from grocery store, theaters & shopping area. Remodeled units. Spacious closet. today! Sorry No Pets. ALL UTILITIES PAID. SE HABLA ESPA OL. Complex offers laundry facilities. Walkable distance from school. Close to LAX and blocks away from 405 freeway. Minutes from grocery store, theaters & shopping area. Remodeled units. Spacious closet. today! Sorry No Pets. This Apartment's size is: 312 sq. feet",not_scam,Inglewood 312sqft studio at $1050 plausible for that ZIP (90304) despite STEAL template title
160,hunter_freeform_expensive,91563,Southfield,MI,914.0,850,1.0,1.0,0,0.4425061895825854,0.3300081929784342,0,RentDigs.com,Yes,(computed),luxurious APARTMENTS IN A GREAT LOCATION are what you will Apartments. Cat OK!,"Enjoy our spacious, beautifully appointed apartments with unique designer interiors. Our apartment homes are conveniently located in a residential community in Southfield, allowing you to have the time to enjoy your new lifestyle. With easy access to The Lodge and Interstate 696, say goodbye to those long commutes. Visit us today, and see why Southfield Apartments is Southfield's ideal apartment community. One-time no-refund of $200 Cats $15/month & Dogs $25/month.",not_scam,"Hunter 1.5 candidate but legit small landlord, per-room rental, or moderate-cost area"
161,hunter_freeform_expensive,17444,Boston,MA,1500.0,621,1.0,1.0,2,0.4796094055343756,0.5,-1,RentDigs.com,Yes,(computed),"Spacious One BR, One BA","Location, Location! Close to Pope John Paul II Park with it's running/biking trail and kayak/canoe launch, this one beds unit is located on the top floor of the building. The unit has a recently up-to-date kitchen and bath, hard wood floors and a spacious living room with a slider that leads to a balcony. The building is located close to Adams Village with it's shops, services and new restaurants. Easy access to the and public transportation. Heat and hot water are included in the monthly rental fee.",not_scam,"Hunter 1.5 candidate but legit small landlord, per-room rental, or moderate-cost area"
162,hunter_freeform_expensive,35325,Los Angeles,CA,1375.0,270,0.0,1.0,1,0.4928121632759424,0.5,-1,RentDigs.com,No,(computed),Studio Apartment in Quiet Building - Los Angeles. Parking Available!,"A spacious bachelor s pad. one baths middle block closer to Rochester, A ten minutes to. and the 405 freeway and a nine minutes to UCLA. 1 parking space for the tenant.",not_scam,"Hunter 1.5 candidate but legit small landlord, per-room rental, or moderate-cost area"
163,hunter_freeform_expensive,47016,Palisades Park,NJ,1195.0,480,1.0,1.0,1,0.4434067174827744,0.3300081929784342,0,RentDigs.com,Yes,(computed),Convenient and . Single Car Garage!,"Just two mi. from the George Washington Bridge, Heath offers an easy commute into New York City with express buses that stop right outside your doorstep. Enjoy easy access to routes 46, 4, 80, 9W, the Palisades Interstate, and Interstate 95. At this well-kept peaceful building, you can walk, or hop a bus to convenient shopping, too. Heath offers reasonable rents on efficiency and 1 beds units, with laundry on the premises. Garage parking is also Income Requirement: Must have 3. 0x the rent in total household income before taxes, include income from all adults.",not_scam,"Hunter 1.5 candidate but legit small landlord, per-room rental, or moderate-cost area"
164,hunter_freeform_expensive,13100,Los Angeles,CA,1300.0,440,1.0,1.0,1,0.4785697331570143,0.3300081929784342,0,RentDigs.com,Yes,(computed),Lease Spacious 1+1. Approx 440 sf of Living Space. Carport parking!,"This updated 1 beds, one baths apartment is located in the area of East. This unit features a brand state of the art kitchen with newer kitchen cabinets, new bathroom with bath-tub/shower combo, new laminate flooring throughout and is freshly painted. 1 assigned detached carport included. This location is conveniently located to freeway access and mass transit. The utilities included are water and trash.",not_scam,"Hunter 1.5 candidate but legit small landlord, per-room rental, or moderate-cost area"
165,hunter_freeform_expensive,37833,Silver Spring,MD,980.0,800,1.0,1.0,0,0.4843244966584314,0.5,-1,RentDigs.com,Yes,(computed),Silver Spring - $980/mo - convenient location.,"500 OFF first MONTH RENT SPECIAL Charming 1BR1BA apartment-Conveniently located! Gas & water included in monthly rent. This apartment is located on the first level with private entry and surrounded by beautiful landscaping. Up-to-date kitchen with new wall tile, stove and counter top. Laundry facilities on site. Ceramic tile through out. Close to New Hampshire, downtown Silver Spring, metro and Interstate 495.",not_scam,"Hunter 1.5 candidate but legit small landlord, per-room rental, or moderate-cost area"
